fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_OCCR_DT,EXP_CLR_DT,ACDNT_TYPE,ACDNT_ENG_TYPE,ACDNT_DTYPE,ACDNT_ENG_DTYPE,ACDNT_INFO,ACDNT_ENG_INFO,ACDNT_X,ACDNT_Y,ACDNT_TIME
2026-07-15T09:01:54.484187+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-07-15 09:01
2026-07-15T09:01:54.484187+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-07-15 07:36,2026-07-15 18:00,공사,Construction,시설물보수,Facility Maintenance,청계천로 (광교 → 청계2가) 2차로 시설물보수,Cheonggyecheonro (Gwanggyo → Cheonggye 2-ga) 2nd round of facility maintenance,126.98577707970145,37.568102353271115,2026-07-15 09:01
2026-07-15T12:24:21.072392+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-07-15 12:01
2026-07-15T12:24:21.072392+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-07-15 11:00,2026-07-15 14:00,집회및행사,Rally/Event,행사,Event,[통제] 덕수궁길 차 없는 거리(대한문~원형 분수대| 양방향) 11:00~14:00,[Control] Deoksugunggil Car-free Street (Daehanmun-Round fountain | Two-way) 11:00-14:00,126.97517200982999,37.56479975103437,2026-07-15 12:01
2026-07-15T12:24:21.072392+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-07-15 11:30,2026-07-15 18:30,집회및행사,Rally/Event,집회,Unknown Detail Type,세종대로 (세종대로사거리 → 청계광장) 동화면세점 앞 집회무대 준비로 하위4개차로 차단.,Sejong-daero (Sejongdaero Intersection → Cheonggye Plaza) Blocked the bottom 4 lanes to prepare for the rally stage in front of Donghwa Duty Free Shop.,126.97680474878428,37.569425394918746,2026-07-15 12:01
2026-07-15T12:24:21.072392+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-07-15 12:01
2026-07-15T12:24:21.072392+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-07-15 07:36,2026-07-15 18:00,공사,Construction,시설물보수,Facility Maintenance,청계천로 (광교 → 청계2가) 2차로 시설물보수,Cheonggyecheonro (Gwanggyo → Cheonggye 2-ga) 2nd round of facility maintenance,126.98577707970145,37.568102353271115,2026-07-15 12:01
2026-07-15T12:24:21.072392+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-07-15 09:31,2026-07-15 18:00,공사,Construction,시설물보수,Facility Maintenance,남대문로 (을지로1가 → 명동입구) 4차로 시설물보수,Namdaemunro (Eulji-ro 1-ga → Myeong-dong Entrance) 4th round of facility maintenance,126.98234985834226,37.565013646407486,2026-07-15 12:01
2026-07-15T15:25:40.221976+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-07-15 11:30,2026-07-15 18:30,집회및행사,Rally/Event,집회,Unknown Detail Type,세종대로 (세종대로사거리 → 서울시의회) 동화면세점 앞 집회 관련 전차로 통제,Sejong-daero (Sejong-daero Intersection → Seoul Metropolitan Council) Control of tramways related to assembly in front of Donghwa Duty Free Shop,126.97680474878428,37.569425394918746,2026-07-15 15:01
2026-07-15T15:25:40.221976+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-07-15 15:01
2026-07-15T15:25:40.221976+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-07-15 15:00,2026-07-15 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,15:00∼16:00 종로구 동화면세점∼대한문(편도 全차로)→청와대 사랑채 동측 건너편|※행진:동화면세점→세종대로사거리→광화문교차로→정부서울청사교차로→사랑채 동측 건너편(16:00出| 1.7km| 2개차로),15:00-16:00 Donghwa Duty Free Shop in Jongno-gu to Daehanmun (one-way street) → Across the east side of Cheong Wa Dae Sarangchae | ※March: Donghwa Duty Free Shop → Sejongdaero intersection → Gwanghwamun intersection → Government Complex intersection → Across the east side of Sarangchae (16:00 出 | 1.7km|2 intersections),126.97676576820754,37.56965063612121,2026-07-15 15:01
2026-07-15T15:25:40.221976+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-07-15 15:01
2026-07-15T15:25:40.221976+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-07-15 07:36,2026-07-15 18:00,공사,Construction,시설물보수,Facility Maintenance,청계천로 (광교 → 청계2가) 2차로 시설물보수,Cheonggyecheonro (Gwanggyo → Cheonggye 2-ga) 2nd round of facility maintenance,126.98577707970145,37.568102353271115,2026-07-15 15:01
2026-07-15T15:25:40.221976+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-07-15 09:31,2026-07-15 18:00,공사,Construction,시설물보수,Facility Maintenance,남대문로 (을지로1가 → 명동입구) 4차로 시설물보수,Namdaemunro (Eulji-ro 1-ga → Myeong-dong Entrance) 4th round of facility maintenance,126.98234985834226,37.565013646407486,2026-07-15 15:01
2026-07-15T15:25:40.221976+09:00,여의도,여의도,POI072,KEY_4,2026-07-15 13:04,2026-07-15 19:30,공사,Construction,시설물보수,Facility Maintenance,국회대로 (국회의사당앞 → 서강대교남단) 5차로 시설물보수,National Assembly Boulevard (in front of the National Assembly building → the southern end of Sogang Bridge) Repairing 5th facilities,126.91834883078411,37.52969694712287,2026-07-15 15:01
2026-07-15T15:25:40.221976+09:00,여의도,여의도,POI072,KEY_4,2026-07-15 13:06,2026-07-15 19:30,공사,Construction,시설물보수,Facility Maintenance,국회대로 (국회의사당앞 → 서강대교남단) 서강대교 직전 5차로 시설물보수,National Assembly Boulevard (In front of the National Assembly building → the southern end of Sogang Bridge) Repairing facilities in the 5th round just before Sogang Bridge,126.92095762752007,37.53138359425904,2026-07-15 15:01
2026-07-15T15:25:40.221976+09:00,여의도,여의도,POI072,KEY_4,2026-07-15 14:28,2026-07-15 18:00,공사,Construction,시설물보수,Facility Maintenance,국회대로 (서강대교남단 → 국회의사당앞) 4차로 시설물보수,National Assembly Boulevard (South end of Seogang Bridge → In front of the National Assembly building) 4th round of facility maintenance,126.91798869681902,37.52984382685981,2026-07-15 15:01
