fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_OCCR_DT,EXP_CLR_DT,ACDNT_TYPE,ACDNT_ENG_TYPE,ACDNT_DTYPE,ACDNT_ENG_DTYPE,ACDNT_INFO,ACDNT_ENG_INFO,ACDNT_X,ACDNT_Y,ACDNT_TIME
2026-05-30T00:22:24.498910+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 21:57,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,올림픽대로 김포방향(강동대교 → 암사대교) 4차로 시설물보수,"Repair of facilities in the direction of Gimpo, Olympic Boulevard (Gangdong Bridge → Amsa Bridge)",127.14307687811784,37.566829423724386,2026-05-30 00:01
2026-05-30T00:22:24.498910+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 22:00,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사/전면통제] 자동차전용도로 2권역 노후포장 정비공사 /장소: 올림픽대로 김포방향 구리암사대교 진출램프/통제: 전면통제,"[Construction / Full control] Old pavement maintenance work in area 2 of the motorway / Location: Guri Amsa Bridge in Gimpo-si, Olympic Boulevard / Control: Full control",127.16064997617414,37.57143595687524,2026-05-30 00:01
2026-05-30T00:22:24.498910+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-29 19:41,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (혜화동로터리 → 성균관대입구) 2|3|4차로 시설물보수,Changgyeonggung Road (Hyehwa-dong Rotary → Sungkyunkwan University Entrance) 2|3|4th round facility repair,127.00020498905094,37.58443595995199,2026-05-30 00:01
2026-05-30T00:22:24.498910+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-29 21:46,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (성균관대입구 → 원남동사거리) 4차로 시설물보수,Changgyeonggung Road (Sungkyunkwan University Entrance → Wonnam-dong Intersection) 4th round facility repair,126.99806876951016,37.582575393059734,2026-05-30 00:01
2026-05-30T02:22:10.418932+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 21:57,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,올림픽대로 김포방향(강동대교 → 암사대교) 4차로 시설물보수,"Repair of facilities in the direction of Gimpo, Olympic Boulevard (Gangdong Bridge → Amsa Bridge)",127.14307687811784,37.566829423724386,2026-05-30 02:01
2026-05-30T02:22:10.418932+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 22:00,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사/전면통제] 자동차전용도로 2권역 노후포장 정비공사 /장소: 올림픽대로 김포방향 구리암사대교 진출램프/통제: 전면통제,"[Construction / Full control] Old pavement maintenance work in area 2 of the motorway / Location: Guri Amsa Bridge in Gimpo-si, Olympic Boulevard / Control: Full control",127.16064997617414,37.57143595687524,2026-05-30 02:01
2026-05-30T02:22:10.418932+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-29 19:41,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (혜화동로터리 → 성균관대입구) 2|3|4차로 시설물보수,Changgyeonggung Road (Hyehwa-dong Rotary → Sungkyunkwan University Entrance) 2|3|4th round facility repair,127.00020498905094,37.58443595995199,2026-05-30 02:01
2026-05-30T02:22:10.418932+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-29 21:46,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (성균관대입구 → 원남동사거리) 4차로 시설물보수,Changgyeonggung Road (Sungkyunkwan University Entrance → Wonnam-dong Intersection) 4th round facility repair,126.99806876951016,37.582575393059734,2026-05-30 02:01
2026-05-30T04:05:30.177343+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 21:57,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,올림픽대로 김포방향(강동대교 → 암사대교) 4차로 시설물보수,"Repair of facilities in the direction of Gimpo, Olympic Boulevard (Gangdong Bridge → Amsa Bridge)",127.14307687811784,37.566829423724386,2026-05-30 04:01
2026-05-30T04:05:30.177343+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 22:00,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사/전면통제] 자동차전용도로 2권역 노후포장 정비공사 /장소: 올림픽대로 김포방향 구리암사대교 진출램프/통제: 전면통제,"[Construction / Full control] Old pavement maintenance work in area 2 of the motorway / Location: Guri Amsa Bridge in Gimpo-si, Olympic Boulevard / Control: Full control",127.16064997617414,37.57143595687524,2026-05-30 04:01
2026-05-30T04:05:30.177343+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-29 19:41,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (혜화동로터리 → 성균관대입구) 2|3|4차로 시설물보수,Changgyeonggung Road (Hyehwa-dong Rotary → Sungkyunkwan University Entrance) 2|3|4th round facility repair,127.00020498905094,37.58443595995199,2026-05-30 04:01
2026-05-30T04:05:30.177343+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-29 21:46,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (성균관대입구 → 원남동사거리) 4차로 시설물보수,Changgyeonggung Road (Sungkyunkwan University Entrance → Wonnam-dong Intersection) 4th round facility repair,126.99806876951016,37.582575393059734,2026-05-30 04:01
2026-05-30T04:57:17.848514+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 21:57,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,올림픽대로 김포방향(강동대교 → 암사대교) 4차로 시설물보수,"Repair of facilities in the direction of Gimpo, Olympic Boulevard (Gangdong Bridge → Amsa Bridge)",127.14307687811784,37.566829423724386,2026-05-30 04:01
2026-05-30T04:57:17.848514+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 22:00,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사/전면통제] 자동차전용도로 2권역 노후포장 정비공사 /장소: 올림픽대로 김포방향 구리암사대교 진출램프/통제: 전면통제,"[Construction / Full control] Old pavement maintenance work in area 2 of the motorway / Location: Guri Amsa Bridge in Gimpo-si, Olympic Boulevard / Control: Full control",127.16064997617414,37.57143595687524,2026-05-30 04:01
2026-05-30T04:57:17.848514+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-29 19:41,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (혜화동로터리 → 성균관대입구) 2|3|4차로 시설물보수,Changgyeonggung Road (Hyehwa-dong Rotary → Sungkyunkwan University Entrance) 2|3|4th round facility repair,127.00020498905094,37.58443595995199,2026-05-30 04:01
2026-05-30T04:57:17.848514+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-29 21:46,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (성균관대입구 → 원남동사거리) 4차로 시설물보수,Changgyeonggung Road (Sungkyunkwan University Entrance → Wonnam-dong Intersection) 4th round facility repair,126.99806876951016,37.582575393059734,2026-05-30 04:01
2026-05-30T05:58:41.206882+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 21:57,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,올림픽대로 김포방향(강동대교 → 암사대교) 4차로 시설물보수,"Repair of facilities in the direction of Gimpo, Olympic Boulevard (Gangdong Bridge → Amsa Bridge)",127.14307687811784,37.566829423724386,2026-05-30 05:01
2026-05-30T05:58:41.206882+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-05-29 22:00,2026-05-30 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사/전면통제] 자동차전용도로 2권역 노후포장 정비공사 /장소: 올림픽대로 김포방향 구리암사대교 진출램프/통제: 전면통제,"[Construction / Full control] Old pavement maintenance work in area 2 of the motorway / Location: Guri Amsa Bridge in Gimpo-si, Olympic Boulevard / Control: Full control",127.16064997617414,37.57143595687524,2026-05-30 05:01
2026-05-30T12:20:07.145819+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-30 09:45,2026-05-30 17:00,집회및행사,Rally/Event,집회,Unknown Detail Type,청계천로 (광통교 → 광교) 집회관련 무대설치로 전면통제,Cheonggyecheonro (Gwangtong Bridge → Gwanggyo) Full control by setting up a stage related to the assembly.,126.98106035368583,37.568896792512646,2026-05-30 12:01
2026-05-30T12:20:07.145819+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-30 10:33,2026-05-30 18:00,공사,Construction,시설물보수,Facility Maintenance,을지로 (을지로2가 → 을지로3가역) 4차로 시설물보수,Euljiro (Eulji-ro 2-ga → Eulji-ro 3-ga Station) 4th round of facility repair,126.98820403307498,37.5660483231982,2026-05-30 12:01
2026-05-30T12:20:07.145819+09:00,신논현역·논현역,신논현역·논현역,POI037,KEY_2,2026-05-30 10:42,2026-05-30 18:00,공사,Construction,시설물보수,Facility Maintenance,강남대로 (교보타워사거리 → 논현역) 5차로 시설물보수,Gangnam-daero (Kyobo Tower Intersection → Nonhyeon Station) Repairing 5th-lane facilities,127.02335716259643,37.50729376274195,2026-05-30 12:01
2026-05-30T12:20:07.145819+09:00,신논현역·논현역,신논현역·논현역,POI037,KEY_2,2026-05-30 10:42,2026-05-30 18:00,공사,Construction,시설물보수,Facility Maintenance,강남대로 (교보타워사거리 → 논현역) 5차로 시설물보수,Gangnam-daero (Kyobo Tower Intersection → Nonhyeon Station) Repairing 5th-lane facilities,127.0237972306388,37.50629355928224,2026-05-30 12:01
2026-05-30T14:27:38.452526+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-30 14:00,2026-05-30 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,-14:00∼16:00교보빌딩 남측(인도)→명동역 6出|※행진:교보빌딩남측→세종대로교차로→청계남로→개풍교차로→을지로1가→회현교차로→명동역 6出 (15:00出| 2km| 1개차로),-14:00-16:00 Kyobo Building South (India) → Myeongdong Station 出 | ※March: Kyobo Building South Side → Sejong-daero Intersection → Cheonggyecheon Nam-ro → Gaepung Intersection → Euljiro 1-ga → Hoehyeon Intersection → Myeongdong Station 出 6 (15:00 出 | 2 km | 1 lane),126.97798246043399,37.57038965858336,2026-05-30 14:01
2026-05-30T14:27:38.452526+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-30 10:00,2026-05-30 18:00,집회및행사,Rally/Event,행사,Event,[통제] 덕수궁길 차 없는 거리(대한문~원형 분수대| 양방향) |- 평일 11:00~14:00|- 토요일·공휴일 10:00~18:00|- 일요일 12:00~18:00,[Control] Deoksugunggil car-free street (Daehanmun-round fountain | bidirectional) |-. Weekdays 11:00-14:00 |-. Saturdays and holidays 10:00-18:00 | -. Sundays 12:00-18:00,126.97517200982999,37.56479975103437,2026-05-30 14:01
2026-05-30T14:27:38.452526+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-30 13:05,2026-05-30 18:00,집회및행사,Rally/Event,집회,Unknown Detail Type,세종대로 (세종대로사거리 → 광화문) 집회관련 무대설치로 하위3개차로 통제,Sejong-daero (Sejong-daero intersection → Gwanghwamun) Control by the bottom three differences due to the installation of a stage related to the assembly.,126.97741823966587,37.57101144562784,2026-05-30 14:01
2026-05-30T14:27:38.452526+09:00,보신각,보신각,POI010,KEY_3,2026-05-30 14:00,2026-05-30 16:30,집회및행사,Rally/Event,집회,Unknown Detail Type,-14:00∼16:30 보신각 앞(인도)→사랑채 동측 건너편|※행진:보신각→세종대로교차로→광화문교차로→정부서울청사교차로→사랑채동측 건너편 (15:00出| 2.1km| 1개차로),-14:00-16:30 In front of Boshingak (India) → Across the east side of Sarangchae | ※March: Boshingak → Sejong-daero intersection → Gwanghwamun intersection → Government Complex Seoul intersection → Across the Sarangchae-dong side (15:00 出 | 2.1 km | 1 lane),126.98316411951824,37.569883701343166,2026-05-30 14:01
2026-05-30T14:27:38.452526+09:00,보신각,보신각,POI010,KEY_3,2026-05-30 14:00,2026-05-30 17:00,집회및행사,Rally/Event,집회,Unknown Detail Type,-14:00∼17:00광통교∼광교(1개차로)→사랑채 동측 건너편|※행진:광통교→광교→종로1가→안국동교차로→정부서울청사교차로→사랑채 동측 건너편 (15:30出| 2.5km| 2개차로),-14:00-17:00 Gwangtong Bridge to Gwanggyo Bridge (1 lane) → Across the east side of Sarangchae | ※Marching: Gwanggyo → Gwanggyo → Jongro 1-ga → Anguk-dong Intersection → Government Complex Seoul Intersection → Across the east side of Sarangchae (15:30 出 | 2.5 km| 2 lanes),126.980984610162,37.5690747269604,2026-05-30 14:01
