fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_OCCR_DT,EXP_CLR_DT,ACDNT_TYPE,ACDNT_ENG_TYPE,ACDNT_DTYPE,ACDNT_ENG_DTYPE,ACDNT_INFO,ACDNT_ENG_INFO,ACDNT_X,ACDNT_Y,ACDNT_TIME
2026-07-07T14:03:17.339246+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-07-07 14:01
2026-07-07T14:03:17.339246+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-07-07 13:00,2026-07-07 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,13:00∼16:00 동화면세점(1개차로)→사랑채 동측 건너편|※행진:동화면세점→세종대로사거리→광화문→정부서울청사→사랑채 동측 건너편 (15:00出| 1.7km| 2개차로),13:00-16:00 Donghwa Duty Free Shop → Across the east side of Sarangchae | ※March: Donghwa Duty Free Shop → Sejongdaero intersection → Gwanghwamun → Government Complex Seoul → Across the east side of Sarangchae (15:00 出|1.7 km|Two lanes),126.97674845274916,37.56936465092068,2026-07-07 14:01
2026-07-07T14:03:17.339246+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-07-07 14:00,2026-07-07 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,14:00∼16:00 시의회 앞(1개차로)？개풍교차로|※행진:시의회→시청 뒤편→무교동사거리→개풍교차로→대한문→시의회 (15:15出| 0.9km| 1개차로),14:00-16:00 ？ in front of the city council (1 car)？Gaepung Intersection | ※Marching: City Council → Behind City Hall → Mugyo-dong Intersection → Gaepung Intersection → Daehanmun → City Council (15:15 出 | 0.9 km | 1 lane),126.97694008772771,37.567355468206465,2026-07-07 14:01
2026-07-07T14:03:17.339246+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-07-07 10:12,2026-07-07 18:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 세종대로 숭례문방향 동화면세점앞 집회관련 무대설치로 하위3개차로 통제    서울청,"[Stage installation/control] Seoul Metropolitan Government controls the bottom three lanes due to the installation of a stage in front of Donghwa Duty Free Shop in the direction of Sungnyemun Gate, Sejong-daero",126.9770290290462,37.570175826699334,2026-07-07 14:01
2026-07-07T14:03:17.339246+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-07-07 13:44,2026-07-07 18:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 세종대로(숭례문방향) 시의회 앞 집회관련 무대설치로 하위2개차로 통제,[Installation/control of the stage] Sejong-daero (Sungnyemun Gate direction) Control the lower two stages by setting up a stage related to the assembly in front of the city council.,126.97693853733219,37.56767104138739,2026-07-07 14:01
2026-07-07T14:03:17.339246+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-07-07 13:00,2026-07-07 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,13:00∼16:00 동화면세점(1개차로)→사랑채 동측 건너편|※행진:동화면세점→세종대로사거리→광화문→정부서울청사→사랑채 동측 건너편 (15:00出| 1.7km| 2개차로),13:00-16:00 Donghwa Duty Free Shop → Across the east side of Sarangchae | ※March: Donghwa Duty Free Shop → Sejongdaero intersection → Gwanghwamun → Government Complex Seoul → Across the east side of Sarangchae (15:00 出|1.7 km|Two lanes),126.97674845274916,37.56936465092068,2026-07-07 14:01
2026-07-07T14:03:17.339246+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-07-07 14:00,2026-07-07 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,14:00∼16:00 시의회 앞(1개차로)？개풍교차로|※행진:시의회→시청 뒤편→무교동사거리→개풍교차로→대한문→시의회 (15:15出| 0.9km| 1개차로),14:00-16:00 ？ in front of the city council (1 car)？Gaepung Intersection | ※Marching: City Council → Behind City Hall → Mugyo-dong Intersection → Gaepung Intersection → Daehanmun → City Council (15:15 出 | 0.9 km | 1 lane),126.97694008772771,37.567355468206465,2026-07-07 14:01
2026-07-07T14:03:17.339246+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-07-07 10:12,2026-07-07 18:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 세종대로 숭례문방향 동화면세점앞 집회관련 무대설치로 하위3개차로 통제    서울청,"[Stage installation/control] Seoul Metropolitan Government controls the bottom three lanes due to the installation of a stage in front of Donghwa Duty Free Shop in the direction of Sungnyemun Gate, Sejong-daero",126.9770290290462,37.570175826699334,2026-07-07 14:01
2026-07-07T14:03:17.339246+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-07-07 13:44,2026-07-07 18:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 세종대로(숭례문방향) 시의회 앞 집회관련 무대설치로 하위2개차로 통제,[Installation/control of the stage] Sejong-daero (Sungnyemun Gate direction) Control the lower two stages by setting up a stage related to the assembly in front of the city council.,126.97693853733219,37.56767104138739,2026-07-07 14:01
2026-07-07T21:08:35.892433+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-07-07 21:01
2026-07-07T21:08:35.892433+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-07-07 20:36,2026-07-07 23:00,공사,Construction,시설물보수,Facility Maintenance,청계천로 (광교 → 청계2가) 2차로 시설물보수,Cheonggyecheonro (Gwanggyo → Cheonggye 2-ga) 2nd round of facility maintenance,126.98615666863213,37.567846882268036,2026-07-07 21:01
