fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_OCCR_DT,EXP_CLR_DT,ACDNT_TYPE,ACDNT_ENG_TYPE,ACDNT_DTYPE,ACDNT_ENG_DTYPE,ACDNT_INFO,ACDNT_ENG_INFO,ACDNT_X,ACDNT_Y,ACDNT_TIME
2026-05-16T08:26:55.274436+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-16 07:30,2026-05-16 09:00,기타,Other,기타,Other,2026 서울신문하프마라톤대회에 따른 교통통제 및 버스 임시우회|○ 일시 및 장소 : 2026.5.16.(토) / 서울 상암 월드컵공원 평화의광장|○ 대상노선 : 271| 6005 |6012| 470| 760| 7715| 673| 7011| 7016| 6715| 172| 7019,"Temporary Conference on Traffic Control and Buses according to the 2026 Seoul Shinmun Half Marathon |○ Date and time: 2026.5.16 (Sat) / Sangam World Cup Park Peace Plaza, Seoul |○ Target route: 271|6005 |6012 | 470 | 760 | 7715 | 673 | 7011 | 7016 | 6715 | 702 | 7019",126.89229943892161,37.56601710851388,2026-05-16 08:01
2026-05-16T08:26:55.274436+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-16 07:30,2026-05-16 10:00,집회및행사,Rally/Event,행사,Event,[2026 서울신문 하프마라톤]|- 일시 : 2026.5.16.(토) 07:30~10:00 / 교통통제  : 07:20~09:05|- 장소 : 상암동 평화의공원 평화광장|- 코스 : 평화광장→월드컵경기장사거리→구룡사거리→가양대교(1차반환)→노을공원(2차반환)→난지한강공원(3차반환)→평화광장,[2026 Seoul Newspaper Half Marathon] |-. Date and Time: 2026.5.16. (Sat) 07:30-10:00 / Traffic Control: 07:20-09:05 | -. Place: Peace Plaza (Sangam-dong Peace Park) |-. Course: Peace Plaza → World Cup Stadium Intersection → Guryong Intersection → Gayang Bridge (First Return) → Noeul Park (Second Return) → Nanji Hangang Park (Third Return) → Peace Plaza,126.89229943892161,37.56601710851388,2026-05-16 08:01
2026-05-16T10:05:05.499268+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 10:00,2026-05-16 18:00,집회및행사,Rally/Event,행사,Event,[통제] 덕수궁길 차 없는 거리(대한문~원형 분수대| 양방향) |- 평일 11:00~14:00|- 토요일·공휴일 10:00~18:00|- 일요일 12:00~18:00,[Control] Deoksugunggil car-free street (Daehanmun-round fountain | bidirectional) |-. Weekdays 11:00-14:00 |-. Saturdays and holidays 10:00-18:00 | -. Sundays 12:00-18:00,126.97517200982999,37.56479975103437,2026-05-16 10:01
2026-05-16T10:05:05.499268+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 07:28,2026-05-16 17:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제]세종대로 숭례문방향 동화면세점앞 무대설치로 하위4개차로 통제중입니다,[Stage installation/control] We are controlling the bottom 4 by installing the stage in front of Donghwa Duty Free Shop in the direction of Sungnyemun Gate in Sejong-daero.,126.97665764183456,37.569523749234385,2026-05-16 10:01
2026-05-16T10:05:05.499268+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 09:38,2026-05-16 18:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 사직로(독립문방향)동십자각앞 무대설치로 하위2개로 통제되었습니다.,[Stage installation/control] It was controlled to the bottom two due to the installation of the stage in front of the Sajik-ro (independent door direction).,126.97871032167018,37.575858132032835,2026-05-16 10:01
2026-05-16T10:49:29.887226+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 10:00,2026-05-16 18:00,집회및행사,Rally/Event,행사,Event,[통제] 덕수궁길 차 없는 거리(대한문~원형 분수대| 양방향) |- 평일 11:00~14:00|- 토요일·공휴일 10:00~18:00|- 일요일 12:00~18:00,[Control] Deoksugunggil car-free street (Daehanmun-round fountain | bidirectional) |-. Weekdays 11:00-14:00 |-. Saturdays and holidays 10:00-18:00 | -. Sundays 12:00-18:00,126.97517200982999,37.56479975103437,2026-05-16 10:01
2026-05-16T10:49:29.887226+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 07:28,2026-05-16 17:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제]세종대로 숭례문방향 동화면세점앞 무대설치로 하위4개차로 통제중입니다,[Stage installation/control] We are controlling the bottom 4 by installing the stage in front of Donghwa Duty Free Shop in the direction of Sungnyemun Gate in Sejong-daero.,126.97665764183456,37.569523749234385,2026-05-16 10:01
2026-05-16T10:49:29.887226+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 09:38,2026-05-16 18:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 사직로(독립문방향)동십자각앞 무대설치로 하위2개로 통제되었습니다.,[Stage installation/control] It was controlled to the bottom two due to the installation of the stage in front of the Sajik-ro (independent door direction).,126.97871032167018,37.575858132032835,2026-05-16 10:01
2026-05-16T12:19:12.608594+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 10:00,2026-05-16 18:00,집회및행사,Rally/Event,행사,Event,[통제] 덕수궁길 차 없는 거리(대한문~원형 분수대| 양방향) |- 평일 11:00~14:00|- 토요일·공휴일 10:00~18:00|- 일요일 12:00~18:00,[Control] Deoksugunggil car-free street (Daehanmun-round fountain | bidirectional) |-. Weekdays 11:00-14:00 |-. Saturdays and holidays 10:00-18:00 | -. Sundays 12:00-18:00,126.97517200982999,37.56479975103437,2026-05-16 12:01
2026-05-16T12:19:12.608594+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 07:28,2026-05-16 17:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제]세종대로 숭례문방향 동화면세점앞 무대설치로 하위4개차로 통제중입니다,[Stage installation/control] We are controlling the bottom 4 by installing the stage in front of Donghwa Duty Free Shop in the direction of Sungnyemun Gate in Sejong-daero.,126.97665764183456,37.569523749234385,2026-05-16 12:01
