fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_OCCR_DT,EXP_CLR_DT,ACDNT_TYPE,ACDNT_ENG_TYPE,ACDNT_DTYPE,ACDNT_ENG_DTYPE,ACDNT_INFO,ACDNT_ENG_INFO,ACDNT_X,ACDNT_Y,ACDNT_TIME
2026-05-17T00:30:10.713144+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 18:00,2026-05-17 01:00,기타,Other,기타,Other,2026 연등회 행사에 따른 교통통제|(18:00 ~ 익일 01:00) - 종로(세종대로 사거리 ↔ 종로1가 사거리),Traffic control according to the 2026 Lotus Lantern Festival | (18:00 to 01:00 on the following day) -. Jongno (Sejong-daero intersection ↔ Jongno 1-ga intersection),126.97791828490786,37.57028208881886,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-16 18:00,2026-05-17 01:30,집회및행사,Rally/Event,행사,Event,2026 연등행렬 관련 율곡로 (경복궁교차로 → 안국동사거리) 5차로 우회전로 통제,2026 Yugolo on Yeondeung Matrix (Gyeongbok Palace Intersection → Anguk-dong Intersection) Control of 5th roundabout route,126.98221578760848,37.57551640417845,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,보신각,보신각,POI010,KEY_3,2026-05-16 13:00,2026-05-17 03:00,기타,Other,기타,Other,2026 연등회 행사에 따른 교통통제 |(13:00 ~ 익일 03:00) - 종로(흥인지문 ↔ 종로1가)  기타,Traffic control according to the 2026 Lotus Lantern Festival | (13:00 to 03:00 on the following day) -. Jongno (Heung In-Ji-moon ↔ Jongno 1-ga) Others,126.98513421057818,37.57021120323635,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,보신각,보신각,POI010,KEY_3,2026-05-16 18:00,2026-05-17 01:30,집회및행사,Rally/Event,행사,Event,2026연등행렬관련  우정국로 (종로1가  ↔ 광교) 양방면 전차로 통제됩니다.,Postal Route related to the 2026 equality matrix (Jongno 1-ga ↔ Gwanggyo) are controlled by two-sided tramways.,126.98283875006106,37.5695756252167,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-16 14:00,2026-05-17 22:00,집회및행사,Rally/Event,행사,Event,[통제] 청계천로 차 없는 거리 행사(청계광장~삼일교| 양방향) |(토) 14:00 ~ (일) 22:00|(공휴일) : 10:00 - 22:00,[Control] Cheonggyecheonro car-free street event (Cheonggye Plaza to Samil Bridge | Two-way) |(Sat) 14:00 to (Sun) 22:00|(holiday) : 10:00 -. 22:00,126.98281663886924,37.568769849917196,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-16 18:00,2026-05-17 01:30,집회및행사,Rally/Event,행사,Event,2026연등행렬관련  우정국로 (종로1가  ↔ 광교) 양방면 전차로 통제됩니다.,Postal Route related to the 2026 equality matrix (Jongno 1-ga ↔ Gwanggyo) are controlled by two-sided tramways.,126.98283875006106,37.5695756252167,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-16 18:00,2026-05-17 01:30,집회및행사,Rally/Event,행사,Event,2026 연등행렬 관련 을지로 (시청앞광장 → 을지로1가) 1|2차로 좌회전로 통제,2026 Euljiro related to Yeondeung matrix (square in front of City Hall → Euljiro 1-ga) 1|Second round left circuit control,126.98173243756717,37.56583513583578,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-16 19:26,2026-05-17 01:30,집회및행사,Rally/Event,행사,Event,2026 연등행렬 관련 남대문로 (한국은행 → 을지로1가) 을지로1가 사거리 부근 직진 3|4차로 통제,2026 Namdaemunro related to Yeondeung matrix (Bank of Korea → Euljiro 1-ga) Control of 3|4 lanes near Euljiro 1-ga intersection,126.98278023512415,37.56543885503796,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,2026-05-16 13:00,2026-05-17 03:00,기타,Other,기타,Other,2026 연등회 행사에 따른 교통통제 |(13:00 ~ 익일 03:00) - 종로(흥인지문 ↔ 종로1가)  기타,Traffic control according to the 2026 Lotus Lantern Festival | (13:00 to 03:00 on the following day) -. Jongno (Heung In-Ji-moon ↔ Jongno 1-ga) Others,126.98513421057818,37.57021120323635,2026-05-17 00:01
2026-05-17T00:30:10.713144+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,2026-05-16 13:15,2026-05-17 01:30,집회및행사,Rally/Event,행사,Event,돈화문로 (봉익동 → 종로3가) 연등회 관련 전면통제,Donhwamunro (Bongik-dong → Jongno 3(sam)-ga) Full control over Lotus Lantern Association,126.99205972207972,37.570647599048186,2026-05-17 00:01
