fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_OCCR_DT,EXP_CLR_DT,ACDNT_TYPE,ACDNT_ENG_TYPE,ACDNT_DTYPE,ACDNT_ENG_DTYPE,ACDNT_INFO,ACDNT_ENG_INFO,ACDNT_X,ACDNT_Y,ACDNT_TIME
2026-05-13T10:10:40.942596+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-13 08:04,2026-05-13 18:00,공사,Construction,시설물보수,Facility Maintenance,증산로 (상암사거리 → 중동교) 3차로 시설물보수,Evaporation Furnace (Sangam Intersection → Middle East Bridge) 3rd round facility repair,126.89916775900714,37.57358871505358,2026-05-13 10:01
2026-05-13T10:10:40.942596+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-13 09:17,2026-05-13 18:00,공사,Construction,시설물보수,Facility Maintenance,증산로 (중동교 → 상암사거리) 하위차로 시설물보수,Evaporation Furnace (Middle East Bridge → Sangam Intersection) Maintenance of lower lane facilities,126.89928898301473,37.574078631853,2026-05-13 10:01
2026-05-13T12:21:25.040064+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-13 08:04,2026-05-13 18:00,공사,Construction,시설물보수,Facility Maintenance,증산로 (상암사거리 → 중동교) 3차로 시설물보수,Evaporation Furnace (Sangam Intersection → Middle East Bridge) 3rd round facility repair,126.89916775900714,37.57358871505358,2026-05-13 12:01
2026-05-13T12:21:25.040064+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-13 09:17,2026-05-13 18:00,공사,Construction,시설물보수,Facility Maintenance,증산로 (중동교 → 상암사거리) 하위차로 시설물보수,Evaporation Furnace (Middle East Bridge → Sangam Intersection) Maintenance of lower lane facilities,126.89928898301473,37.574078631853,2026-05-13 12:01
2026-05-13T12:21:25.040064+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-13 10:59,2026-05-13 14:00,교통사고,Traffic Accident,추돌사고,Rear-end Collision,[사고] 강변북로 일산 방향 월드컵대교북단→가양대교북단 구간 차량화재,[Accident] World Cup Bridge north of Riverside North Road Ilsan direction → Vehicle fire on the northern part of Gayang Bridge,126.88698247041889,37.56271466861959,2026-05-13 12:01
2026-05-13T14:27:22.935904+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_2,2026-05-10 15:14,2026-05-10 16:00,교통사고,Traffic Accident,추돌사고,Rear-end Collision,종로 (종로구청입구 → 종로1가) 2차로 교통사고 →2|3차로 처리작업중,Jongno (Jongro-gu Office Entrance → Jongno 1-ga) Second-lane traffic accident →2|3rd-lane processing work,126.98019828911902,37.570130413962595,2026-05-13 14:01
2026-05-13T14:27:22.935904+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_2,2026-05-13 13:49,2026-05-13 18:00,교통사고,Traffic Accident,추돌사고,Rear-end Collision,우정국로 (종로1가 → 광교) 하위차로 추돌사고,Postal Route (Jongro 1-ga → Gwanggyo) Collision accident to lower lane,126.98272086306963,37.56956451104688,2026-05-13 14:01
2026-05-13T14:27:22.935904+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-13 08:04,2026-05-13 18:00,공사,Construction,시설물보수,Facility Maintenance,증산로 (상암사거리 → 중동교) 3차로 시설물보수,Evaporation Furnace (Sangam Intersection → Middle East Bridge) 3rd round facility repair,126.89916775900714,37.57358871505358,2026-05-13 14:01
2026-05-13T14:27:22.935904+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-05-13 09:17,2026-05-13 18:00,공사,Construction,시설물보수,Facility Maintenance,증산로 (중동교 → 상암사거리) 하위차로 시설물보수,Evaporation Furnace (Middle East Bridge → Sangam Intersection) Maintenance of lower lane facilities,126.89928898301473,37.574078631853,2026-05-13 14:01
2026-05-13T14:27:22.935904+09:00,역삼역,역삼역,POI042,KEY_3,2026-05-13 14:00,2026-05-13 16:00,기타,Other,기타,Other,강남 집회에 따른 버스 무정차,No bus stops due to Gangnam rally,127.03863271027402,37.50149408088158,2026-05-13 14:01
