fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_OCCR_DT,EXP_CLR_DT,ACDNT_TYPE,ACDNT_ENG_TYPE,ACDNT_DTYPE,ACDNT_ENG_DTYPE,ACDNT_INFO,ACDNT_ENG_INFO,ACDNT_X,ACDNT_Y,ACDNT_TIME
2026-06-28T00:36:32.698557+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-06-28 00:01
2026-06-28T00:36:32.698557+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-27 22:00,2026-06-28 06:00,공사,Construction,시설물보수,Facility Maintenance,보행환경개선공사로 전면통제|*가변차로 폐지에 따른 개별신호기 철거,Comprehensive control of pedestrian environment improvement work | Demolition of individual signals due to abolition of variable lanes,126.97821161437186,37.56379670238381,2026-06-28 00:01
2026-06-28T00:36:32.698557+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-06-28 00:01
2026-06-28T00:36:32.698557+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-27 22:00,2026-06-28 06:00,공사,Construction,시설물보수,Facility Maintenance,보행환경개선공사로 전면통제|*가변차로 폐지에 따른 개별신호기 철거,Comprehensive control of pedestrian environment improvement work | Demolition of individual signals due to abolition of variable lanes,126.97821161437186,37.56379670238381,2026-06-28 00:01
2026-06-28T00:36:32.698557+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-27 14:00,2026-06-28 22:00,집회및행사,Rally/Event,행사,Event,[통제] 청계천로 차 없는 거리 행사(청계광장~삼일교| 양방향) |(토) 14:00 ~ (일) 22:00|(공휴일) : 10:00 - 22:00,[Control] Cheonggyecheonro car-free street event (Cheonggye Plaza to Samil Bridge | Two-way) |(Sat) 14:00 to (Sun) 22:00|(holiday) : 10:00 -. 22:00,126.98281663886924,37.568769849917196,2026-06-28 00:01
2026-06-28T01:34:25.620241+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-06-28 01:01
2026-06-28T01:34:25.620241+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-27 22:00,2026-06-28 06:00,공사,Construction,시설물보수,Facility Maintenance,보행환경개선공사로 전면통제|*가변차로 폐지에 따른 개별신호기 철거,Comprehensive control of pedestrian environment improvement work | Demolition of individual signals due to abolition of variable lanes,126.97821161437186,37.56379670238381,2026-06-28 01:01
2026-06-28T01:34:25.620241+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-06-28 01:01
2026-06-28T01:34:25.620241+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-27 22:00,2026-06-28 06:00,공사,Construction,시설물보수,Facility Maintenance,보행환경개선공사로 전면통제|*가변차로 폐지에 따른 개별신호기 철거,Comprehensive control of pedestrian environment improvement work | Demolition of individual signals due to abolition of variable lanes,126.97821161437186,37.56379670238381,2026-06-28 01:01
2026-06-28T01:34:25.620241+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-27 14:00,2026-06-28 22:00,집회및행사,Rally/Event,행사,Event,[통제] 청계천로 차 없는 거리 행사(청계광장~삼일교| 양방향) |(토) 14:00 ~ (일) 22:00|(공휴일) : 10:00 - 22:00,[Control] Cheonggyecheonro car-free street event (Cheonggye Plaza to Samil Bridge | Two-way) |(Sat) 14:00 to (Sun) 22:00|(holiday) : 10:00 -. 22:00,126.98281663886924,37.568769849917196,2026-06-28 01:01
2026-06-28T04:40:02.520204+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-06-28 04:01
2026-06-28T04:40:02.520204+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-27 22:00,2026-06-28 06:00,공사,Construction,시설물보수,Facility Maintenance,보행환경개선공사로 전면통제|*가변차로 폐지에 따른 개별신호기 철거,Comprehensive control of pedestrian environment improvement work | Demolition of individual signals due to abolition of variable lanes,126.97821161437186,37.56379670238381,2026-06-28 04:01
2026-06-28T04:40:02.520204+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-06-28 04:01
2026-06-28T04:40:02.520204+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-27 22:00,2026-06-28 06:00,공사,Construction,시설물보수,Facility Maintenance,보행환경개선공사로 전면통제|*가변차로 폐지에 따른 개별신호기 철거,Comprehensive control of pedestrian environment improvement work | Demolition of individual signals due to abolition of variable lanes,126.97821161437186,37.56379670238381,2026-06-28 04:01
2026-06-28T04:40:02.520204+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-27 14:00,2026-06-28 22:00,집회및행사,Rally/Event,행사,Event,[통제] 청계천로 차 없는 거리 행사(청계광장~삼일교| 양방향) |(토) 14:00 ~ (일) 22:00|(공휴일) : 10:00 - 22:00,[Control] Cheonggyecheonro car-free street event (Cheonggye Plaza to Samil Bridge | Two-way) |(Sat) 14:00 to (Sun) 22:00|(holiday) : 10:00 -. 22:00,126.98281663886924,37.568769849917196,2026-06-28 04:01
2026-06-28T05:34:18.247719+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-06-28 05:01
2026-06-28T05:34:18.247719+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-27 22:00,2026-06-28 06:00,공사,Construction,시설물보수,Facility Maintenance,보행환경개선공사로 전면통제|*가변차로 폐지에 따른 개별신호기 철거,Comprehensive control of pedestrian environment improvement work | Demolition of individual signals due to abolition of variable lanes,126.97821161437186,37.56379670238381,2026-06-28 05:01
2026-06-28T05:34:18.247719+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro pedestrian environment improvement project (Road reduction | sidewalk expansion) Sogong-ro Seoul Plaza to Bank of Korea/Both-way lower 1 lane control,126.97864791274915,37.56470083559572,2026-06-28 05:01
2026-06-28T05:34:18.247719+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-27 22:00,2026-06-28 06:00,공사,Construction,시설물보수,Facility Maintenance,보행환경개선공사로 전면통제|*가변차로 폐지에 따른 개별신호기 철거,Comprehensive control of pedestrian environment improvement work | Demolition of individual signals due to abolition of variable lanes,126.97821161437186,37.56379670238381,2026-06-28 05:01
2026-06-28T05:34:18.247719+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-27 14:00,2026-06-28 22:00,집회및행사,Rally/Event,행사,Event,[통제] 청계천로 차 없는 거리 행사(청계광장~삼일교| 양방향) |(토) 14:00 ~ (일) 22:00|(공휴일) : 10:00 - 22:00,[Control] Cheonggyecheonro car-free street event (Cheonggye Plaza to Samil Bridge | Two-way) |(Sat) 14:00 to (Sun) 22:00|(holiday) : 10:00 -. 22:00,126.98281663886924,37.568769849917196,2026-06-28 05:01
