fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_OCCR_DT,EXP_CLR_DT,ACDNT_TYPE,ACDNT_ENG_TYPE,ACDNT_DTYPE,ACDNT_ENG_DTYPE,ACDNT_INFO,ACDNT_ENG_INFO,ACDNT_X,ACDNT_Y,ACDNT_TIME
2026-05-28T10:09:30.973999+09:00,서울숲공원,서울숲공원,POI101,KEY_1,2026-05-28 09:32,2026-05-28 18:00,공사,Construction,시설물보수,Facility Maintenance,왕십리로 (서울숲입구 → 뚝도아리정수센터) 2차로 시설물보수,Wangsimniro (Seoul Forest Entrance → Ttukdoari Water Purification Center) Second round facility repair,127.04374885787094,37.54020831755147,2026-05-28 10:01
2026-05-28T10:09:30.973999+09:00,서울숲공원,서울숲공원,POI101,KEY_1,2026-05-28 09:39,2026-05-28 18:00,공사,Construction,시설물보수,Facility Maintenance,[공사] 강변북로 구리 방향 성수→영동대교북단 구간 5차로 시설물보수,[Construction] Seongsu to Riverside North Road Guri → 5th round of facility repair on the northern part of Yeongdong Bridge,127.04110706507136,37.538429460825014,2026-05-28 10:01
2026-05-28T10:09:30.973999+09:00,서울숲공원,서울숲공원,POI101,KEY_1,2026-05-28 09:55,2026-05-28 18:00,공사,Construction,시설물보수,Facility Maintenance,[공사] 강변북로 일산 방향 성수→동호대교북단 구간 1차로 시설물보수,[Construction] Seongsu to Riverside North Road Ilsan → Maintenance of facilities in the northern section of Dongho Bridge,127.03180625230587,37.542072330554156,2026-05-28 10:01
2026-05-28T14:36:08.770896+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-28 13:00,2026-05-28 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,13:00∼16:00 동화면세점 앞(3개차로)→사랑채 동측 건너편| ※행진:동화면세점→세종대로사거리→광화문교차로→정부서울청사교차로→사랑채 동측 건너편(2개차로)|,13:00-16:00 In front of Donghwa Duty Free Shop (three lanes) → Across the east side of Sarangchae | ※March: Donghwa Duty Free Shop → Sejong-daero intersection → Gwanghwamun intersection → Government Complex Seoul intersection → Across the east side of Sarangchae (two lanes),126.97678797852019,37.56966198720519,2026-05-28 14:01
2026-05-28T14:36:08.770896+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-28 14:00,2026-05-28 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,14:00∼16:00 대한문 ↔ 고용노동청| ※행진: 대한문↔시청 남단↔시청삼거리↔을지로1가↔을지로2가↔고용노동청(1개차로)|,14:00-16:00 Daehanmun ↔ Employment and Labor Office | ※March: Daehanmun ↔ City Hall South Side ↔ City Hall Three-way ↔ Euljiro 1-ga ↔ Employment and Labor Office (1 lane),126.9768339330397,37.56519305709659,2026-05-28 14:01
2026-05-28T14:36:08.770896+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-28 12:33,2026-05-28 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 세종대로(서울역방향) 동화면세점 앞 하위3개차로 통제,[Stage installation/control] Sejong-daero (Seoul Station) controlled by the lower three lanes in front of Donghwa Duty Free Shop.,126.97680375027991,37.56966814664486,2026-05-28 14:01
2026-05-28T14:36:08.770896+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-05-28 13:00,2026-05-28 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,13:00∼16:00 동화면세점 앞(3개차로)→사랑채 동측 건너편| ※행진:동화면세점→세종대로사거리→광화문교차로→정부서울청사교차로→사랑채 동측 건너편(2개차로)|,13:00-16:00 In front of Donghwa Duty Free Shop (three lanes) → Across the east side of Sarangchae | ※March: Donghwa Duty Free Shop → Sejong-daero intersection → Gwanghwamun intersection → Government Complex Seoul intersection → Across the east side of Sarangchae (two lanes),126.97678797852019,37.56966198720519,2026-05-28 14:01
2026-05-28T14:36:08.770896+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-05-28 14:00,2026-05-28 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,14:00∼16:00 대한문 ↔ 고용노동청| ※행진: 대한문↔시청 남단↔시청삼거리↔을지로1가↔을지로2가↔고용노동청(1개차로)|,14:00-16:00 Daehanmun ↔ Employment and Labor Office | ※March: Daehanmun ↔ City Hall South Side ↔ City Hall Three-way ↔ Euljiro 1-ga ↔ Employment and Labor Office (1 lane),126.9768339330397,37.56519305709659,2026-05-28 14:01
2026-05-28T14:36:08.770896+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-05-28 12:33,2026-05-28 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 세종대로(서울역방향) 동화면세점 앞 하위3개차로 통제,[Stage installation/control] Sejong-daero (Seoul Station) controlled by the lower three lanes in front of Donghwa Duty Free Shop.,126.97680375027991,37.56966814664486,2026-05-28 14:01
2026-05-28T22:34:35.187675+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-28 19:31,2026-05-28 23:30,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (혜화동로터리 → 성균관대입구) 3|4차로 시설물보수,Changgyeonggung Road (Hyehwa-dong Rotary → Sungkyunkwan University Entrance) 3|Fourth round facility repair,127.00075480700053,37.5851071976198,2026-05-28 22:01
2026-05-28T22:34:35.187675+09:00,혜화역,혜화역,POI054,KEY_3,2026-05-28 21:13,2026-05-28 23:30,공사,Construction,시설물보수,Facility Maintenance,창경궁로 (성균관대입구 → 혜화동로터리)  1차로 시설물보수,Changgyeonggung Road (Sungkyunkwan University Entrance → Hyehwa-dong Rotary) Maintenance of facilities,127.00005478299796,37.58414651549156,2026-05-28 22:01
