fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_CNTRL_STTS__ACDNT_OCCR_DT,ACDNT_CNTRL_STTS__EXP_CLR_DT,ACDNT_CNTRL_STTS__ACDNT_TYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_TYPE,ACDNT_CNTRL_STTS__ACDNT_DTYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_DTYPE,ACDNT_CNTRL_STTS__ACDNT_INFO,ACDNT_CNTRL_STTS__ACDNT_ENG_INFO,ACDNT_CNTRL_STTS__ACDNT_X,ACDNT_CNTRL_STTS__ACDNT_Y,ACDNT_CNTRL_STTS__ACDNT_TIME
2026-09-05T06:24:50.945908+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro: Seoul Plaza to in front of the Bank of Korea / One lower lane closed in both directions,126.97864791274915,37.56470083559572,2026-09-05 06:01
2026-09-05T06:24:50.945908+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro: Seoul Plaza to in front of the Bank of Korea / One lower lane closed in both directions,126.97864791274915,37.56470083559572,2026-09-05 06:01
2026-09-05T08:59:01.493532+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro: Seoul Plaza to in front of the Bank of Korea / One lower lane closed in both directions,126.97864791274915,37.56470083559572,2026-09-05 08:01
2026-09-05T08:59:01.493532+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-09-05 07:05,2026-09-05 16:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[무대설치/통제] 세종대로(서울역방향) 동화면세점 앞 집회관련 무대설치로 하위 4개차로 통제 되었습니다.,[Stage Setup/Control] The Sejong-daero (towards Seoul Station) was closed off to four lanes in front of Donghwa Duty-Free Shop due to stage setup related to a rally.,126.97668181865087,37.569559332191105,2026-09-05 09:01
2026-09-05T13:17:48.422584+09:00,노들섬,노들섬,POI092,KEY_4,2026-09-05 10:16,2026-09-05 23:00,집회및행사,Rally/Event,행사,Event,양녕로 (한강대교북단교차로 → 한강대교남단교차로) 불꽃놀이 행사로 인한 하위 1개차로 부분통제,Yangning Road (Han River Bridge North Intersection → Han River Bridge South Intersection) Partial closure of one lane due to the fireworks event,126.95864484320491,37.51760133351256,2026-09-05 13:01
2026-09-05T13:17:48.422584+09:00,여의도한강공원,여의도한강공원,POI105,KEY_3,2026-09-05 13:00,2026-09-05 23:00,집회및행사,Rally/Event,행사,Event,서울세계불꽃축제2026 |-일시: 2026.9.05.(토) 13:00 ~ 23:00(불꽃쇼 20:00~21:10)|-장소: 마포대교~원효대교|-통제: | ①(15:00~24:00) 여의동로 마포대교남단↔63빌딩 양방향 전면통제| ②여의나루|여의대방로등 6개지점 선별 통제| ③(9.4(금)09:00~17:00) 원효대교 남단→북단 (하위1개차로 통제)|    (9.5(토)09:00~9.6(일)03:00) 원효대교 남단↔북단 양방향 전면통제  | ④ 20:50~23:30 종료후 강변북로→마포대로 진출램프 통제| ⑤ 18:00~23:30 마포대교→강변북로 구리|일산방향 진입램프 통제,"Seoul World Fire Festival 2026 |-Date and Time: 2026.9.05 (Sat) 13:00 ~ 23:00 (Fireworks show 20:00 ~ 21:10) |-Location: Mapo Bridge ~ Wonhyo Bridge |-Controls: ① (15:00 ~ 24:00) Yeouidong-ro, Mapo Bridge South End ↔ 63 Building, both directions fully closed | ② Yeouinaru | Yeouidaebang-ro, 6 other locations selectively closed | ③ (9.4 (Fri) 09:00 ~ 17:00) Wonhyo Bridge South End ↔ North End (Lower 1 lane closed) | ⑤ (9.5 (Sat) 09:00 ~ 9.6 (Sun) 03:00) Wonhyo Bridge 딩 Gangbyeembuk-ro, access ramp to Mapo-daero",126.9327787183453,37.52704997152254,2026-09-05 13:01
2026-09-05T13:17:48.422584+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,2026-09-05 10:00,2026-09-05 18:00,집회및행사,Rally/Event,행사,Event,[통제] 덕수궁길 차 없는 거리(대한문~원형 분수대| 양방향) |- 평일 11:00~14:00|- 토요일·공휴일 10:00~18:00|- 일요일 12:00~18:00,[Access] Deoksugunggil car-free street (Daehanmun Gate to the circular fountain | both directions) | -.: Weekdays 11:00–14:00 | -.: Saturdays and public holidays 10:00–18:00 | -.: Sundays 12:00–18:00,126.97517200982999,37.56479975103437,2026-09-05 13:01
2026-09-05T13:17:48.422584+09:00,혜화역,혜화역,POI054,KEY_3,2026-09-05 12:30,2026-09-05 18:00,집회및행사,Rally/Event,집회,Unknown Detail Type,12:30∼18:00 대학로 마로니에공원 앞(2개차로)→사랑채 동측 건너편|※행진:마로니에공원→종로5가→종로1가→안국동사거리→정부서울청사교차로→사랑채 동측 건너편(5km| 2개차로),"12:30–18:00 In front of Marronnier Park, University Road (2 lanes) → Opposite the east side of Sarangchae | ※ Directions: Marronnier Park → Jongno 5-ga → Jongno 1-ga → Anguk Intersection → Government Seoul Office Intersection → Opposite the east side of Sarangchae (5 km | 2 lanes)",127.00237452722688,37.580265427808314,2026-09-05 13:01
2026-09-05T18:00:25.714112+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,2026-09-05 17:00,2026-09-05 19:00,집회및행사,Rally/Event,집회,Unknown Detail Type,17:00∼19:00 종로구 SK서린빌딩 남측(인도)？광화문교차로|※행진:sk서린빌딩→종로1가→안국동사거리→광화문교차로→세종대로사거리→종로구청입구→SK서린빌딩(18:00出| 2.4km| 1개차로),"17:00–19:00 South side of SK Seorin Building, Jongno-gu (sidewalk)?Gwanghwamun Intersection | ※March: SK Seorin Building → Jongno 1-ga → Anguk Intersection → Gwanghwamun Intersection → Sejong-daero Intersection → Jongno-gu Office Entrance → SK Seorin Building (Departure at 18:00 | 2.4 km | 1 lane)",126.98047021673855,37.569893387991314,2026-09-05 17:01
2026-09-05T18:00:25.714112+09:00,노들섬,노들섬,POI092,KEY_4,2026-09-05 10:16,2026-09-05 23:00,집회및행사,Rally/Event,행사,Event,양녕로 (한강대교북단교차로 → 한강대교남단교차로) 불꽃놀이 행사로 인한 하위 1개차로 부분통제,Yangning Road (Han River Bridge North Intersection → Han River Bridge South Intersection) Partial closure of one lane due to the fireworks event,126.95864484320491,37.51760133351256,2026-09-05 17:01
