fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_CNTRL_STTS__ACDNT_OCCR_DT,ACDNT_CNTRL_STTS__EXP_CLR_DT,ACDNT_CNTRL_STTS__ACDNT_TYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_TYPE,ACDNT_CNTRL_STTS__ACDNT_DTYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_DTYPE,ACDNT_CNTRL_STTS__ACDNT_INFO,ACDNT_CNTRL_STTS__ACDNT_ENG_INFO,ACDNT_CNTRL_STTS__ACDNT_X,ACDNT_CNTRL_STTS__ACDNT_Y,ACDNT_CNTRL_STTS__ACDNT_TIME
2026-09-18T01:53:34.107652+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 01:01
2026-09-18T01:53:34.107652+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 01:01
2026-09-18T08:32:31.476017+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 08:01
2026-09-18T08:32:31.476017+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 08:01
2026-09-18T08:32:31.476017+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-09-18 06:54,2026-09-18 18:00,공사,Construction,시설물보수,Facility Maintenance,증산로 (상암사거리 → 중동교)  4차로 시설물보수,Evaporation Furnace (Sangam Intersection → Jungdong Bridge) 4-Lane Facility Maintenance,126.8991388447386,37.57350340333734,2026-09-18 08:01
2026-09-18T08:32:31.476017+09:00,김포공항,김포공항,POI061,KEY_1,2026-09-18 07:54,2026-09-18 09:00,교통사고,Traffic Accident,추돌사고,Rear-end Collision,남부순환로 (공항동천주교회앞 → 김포공항입구) 2차로 추돌사고,Southern Loop (in front of Gonghang-dong Catholic Church → Gimpo Airport Entrance) - Secondary collision accident,126.80792114420915,37.55975950096265,2026-09-18 08:01
2026-09-18T13:33:43.583719+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,남산공원,남산공원,POI091,KEY_3,2026-09-18 12:59,2026-09-18 18:00,공사,Construction,시설물보수,Facility Maintenance,삼일대로 (퇴계로2가 → 남산1호터널북단) 3차로 화단 물주기 작업,"Watering work for flower beds at Samil Boulevard (Toegye-ro 2-ga → North end of Namsan 1 Tunnel), 3 lanes",126.98892963009592,37.5609934977117,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,월드컵공원,월드컵공원,POI106,KEY_2,2026-09-18 12:14,2026-09-18 18:00,공사,Construction,차선도색,Lane Painting,강변북로  일산방향 (월드컵대교북단 → 가양대교북단 ) 1차로 차선도색,Lane repainting for Riverside North Road (World Cup Bridge North End → Gayang Bridge North End) in the first lane,126.87955331010005,37.5671630135938,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,2026-09-18 11:00,2026-09-18 14:00,집회및행사,Rally/Event,행사,Event,[통제] 덕수궁길 차 없는 거리(대한문~원형 분수대| 양방향) |- 평일 11:00~14:00|- 토요일·공휴일 10:00~18:00|- 일요일 12:00~18:00,[Access] Deoksugunggil Car-Free Street (Daehanmun Gate ~ Circular Fountain | Both Directions) |-.: Weekdays 11:00 AM–2:00 PM | -.: Saturdays & Holidays 10:00 AM–6:00 PM | -.: Sundays 12:00 PM–6:00 PM,126.97517200982999,37.56479975103437,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,2026-09-18 08:09,2026-09-18 18:00,공사,Construction,시설물보수,Facility Maintenance,백제고분로 (배명사거리 → 석촌역) 지하차도 옆 2차로 시설물보수,Baekje Barrow (Bae Myeong Intersection → Seokchon Station) - Maintenance of two-lane facilities next to the underpass,127.10589016555193,37.50449520109929,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,고덕역,고덕역,POI016,KEY_1,2026-09-18 11:56,2026-09-18 18:00,공사,Construction,시설물보수,Facility Maintenance,동남로 (E-마트 → 한영중고교앞) 3차로 시설물보수,Southeast Road (in front of E-Mart → Hanyeong Middle and High School) - Third-Road Facility Maintenance,127.15635685715587,37.55362547253155,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,교대역,교대역,POI018,KEY_3,2026-09-18 08:04,2026-09-18 18:00,공사,Construction,시설물보수,Facility Maintenance,서초중앙로 (법원검찰청 → 서울교대) 3차로 시설물보수,"Seocho Jungang-ro (Court and Prosecutor's Office → SeoulSeoul Nat`l Univ. of Education) Facility Maintenance, 3rd Round",127.01391171288554,37.49170024579294,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,수유역,수유역,POI036,KEY_3,2026-09-18 12:35,2026-09-18 18:00,공사,Construction,시설물보수,Facility Maintenance,도봉로 (수유역 → 대한병원) 3차로 시설물보수,Facility repairs for Dobongro (Suyu Station → Daehan Hospital) Phase 3,127.02421275205083,37.63682936494432,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-09-18 12:00,2026-09-18 14:00,집회및행사,Rally/Event,집회,Unknown Detail Type,- 12:00∼14:00 종로구  동화면세점(인도)→청와대  사랑채  동측  건너편|※행진:종로구 동화면세점→세종대로사거리→광화문삼거리→정부서울청사교차로→청와대 사랑채 동측 건너편 (13:00출발| 1.3km| 1개차로),"-.: 12:00 PM - 2:00 PM, Jongno-dong Duty Free (India) → Across from the East Side of the Blue House Sarangchae | ※ Directions: Jongno-dong Duty Free → Sejong-daero Intersection → Gwanghwamun Samgeori → Government Seoul Office Intersection → Across from the East Side of the Blue House Sarangchae (Departure at 1:00 PM | 1.3 km | 1 lane)",126.97663516828202,37.569652947106704,2026-09-18 13:01
2026-09-18T13:33:43.583719+09:00,신논현역·논현역,신논현역·논현역,POI037,KEY_2,2026-09-18 10:45,2026-09-18 18:00,공사,Construction,시설물보수,Facility Maintenance,강남대로 (논현역 → 교보타워사거리) 5차로 시설물보수,Gangnam-daero (Nonhyeon Station → Kyobo Tower Intersection) 5-Lane Facility Maintenance,127.02156377792961,37.510330427701845,2026-09-18 13:01
2026-09-18T18:39:29.555911+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 18:01
2026-09-18T18:39:29.555911+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 18:01
2026-09-18T23:24:55.941167+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 23:01
2026-09-18T23:24:55.941167+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-18 23:01
2026-09-18T23:24:55.941167+09:00,서울숲공원,서울숲공원,POI101,KEY_1,2026-09-18 21:06,2026-09-19 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사] 동부간선로 성수JC 방향 성동JC→성수JC 구간 4차로 시설물보수 * 통제 기간 : 2026년09월18일 21시18분,"[Construction] 4-lane facility maintenance at the Eastern Main Line Seongsu JC to Seongdong JC→Seongsu JC section * Control period: September 18, 2026, 9:18 PM",127.03236194293595,37.544932644262445,2026-09-18 23:01
2026-09-18T23:24:55.941167+09:00,노량진,노량진,POI063,KEY_3,2026-09-18 20:48,2026-09-19 06:00,공사,Construction,시설물보수,Facility Maintenance,노량진로 (노량진삼거리 → 동작전화국입구) 3차로 시설물보수,Noryangjinro (Noryangjin Samgeori → Dongjak Telephone Office Entrance) Third Lane Facility Maintenance,126.93837449105474,37.51354137689739,2026-09-18 23:01
