fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_CNTRL_STTS__ACDNT_OCCR_DT,ACDNT_CNTRL_STTS__EXP_CLR_DT,ACDNT_CNTRL_STTS__ACDNT_TYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_TYPE,ACDNT_CNTRL_STTS__ACDNT_DTYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_DTYPE,ACDNT_CNTRL_STTS__ACDNT_INFO,ACDNT_CNTRL_STTS__ACDNT_ENG_INFO,ACDNT_CNTRL_STTS__ACDNT_X,ACDNT_CNTRL_STTS__ACDNT_Y,ACDNT_CNTRL_STTS__ACDNT_TIME
2026-05-14T00:11:23.979686+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-13 21:57,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,소공로 (회현사거리 → 한국은행앞) 4차로 시설물보수,Sogong-ro (Hyeon Intersection → In front of the Bank of Korea) 4th round of facility repair,126.981785967128,37.56099003588495,2026-05-14 00:01
2026-05-14T00:11:23.979686+09:00,가로수길,가로수길,POI059,KEY_3,2026-05-13 20:40,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,강남대로 (신사역 → 한남IC) 2|3차로 시설물보수,Gangnam-daero (Sinsa Station → Hannam IC) 2|3rd round facility repair,127.0190938551382,37.518014445969726,2026-05-14 00:01
2026-05-14T00:11:23.979686+09:00,남대문시장,남대문시장,POI115,KEY_2,2026-05-13 21:57,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,소공로 (회현사거리 → 한국은행앞) 4차로 시설물보수,Sogong-ro (Hyeon Intersection → In front of the Bank of Korea) 4th round of facility repair,126.981785967128,37.56099003588495,2026-05-14 00:01
2026-05-14T00:11:23.979686+09:00,동대문역,동대문역,POI024,KEY_4,2026-05-13 21:59,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,율곡로 (흥인지문 → 이화사거리) 2|3차로 시설물보수,Yugolo (Heung In-Ji-moon → Ewha intersection) 2|3rd lane facility repair,127.00894023859622,37.57156879519687,2026-05-14 00:01
2026-05-14T00:11:23.979686+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,2026-01-11 09:00,2026-01-11 22:00,집회및행사,Rally/Event,행사,Event,- 신촌 연세로 차 없는 거리|- 운영시간 : 매주 일요일 09:00 ~ 22:00 |- 시행구간 및 시행방법 : 연세로 (신촌전철역~연세대학교 앞 550m)| 버스노선 우회 운행 후 교통통제|* 창천교회→연대 앞 57m 구간 미운영,-. Sinchon Yonsei-ro car-free distance |-. operating hours: every Sunday from 09:00 to 22:00 |-. implementation section and implementation method: Yonsei-ro (Sinchon Railway Station~)550m in front of Yonsei University) | Traffic control after bypassing bus route |* Changcheon Church → 57m section in front of Yonsei University not operated,126.93691458461234,37.558273778858364,2026-05-14 00:01
2026-05-14T01:59:16.127888+09:00,가로수길,가로수길,POI059,KEY_3,2026-05-13 20:40,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,강남대로 (신사역 → 한남IC) 2|3차로 시설물보수,Gangnam-daero (Sinsa Station → Hannam IC) 2|3rd round facility repair,127.0190938551382,37.518014445969726,2026-05-14 01:01
2026-05-14T01:59:16.127888+09:00,동대문역,동대문역,POI024,KEY_4,2026-05-13 21:59,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,율곡로 (흥인지문 → 이화사거리) 2|3차로 시설물보수,Yugolo (Heung In-Ji-moon → Ewha intersection) 2|3rd lane facility repair,127.00894023859622,37.57156879519687,2026-05-14 01:01
2026-05-14T01:59:16.127888+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,2026-01-11 09:00,2026-01-11 22:00,집회및행사,Rally/Event,행사,Event,- 신촌 연세로 차 없는 거리|- 운영시간 : 매주 일요일 09:00 ~ 22:00 |- 시행구간 및 시행방법 : 연세로 (신촌전철역~연세대학교 앞 550m)| 버스노선 우회 운행 후 교통통제|* 창천교회→연대 앞 57m 구간 미운영,-. Sinchon Yonsei-ro car-free distance |-. operating hours: every Sunday from 09:00 to 22:00 |-. implementation section and implementation method: Yonsei-ro (Sinchon Railway Station~)550m in front of Yonsei University) | Traffic control after bypassing bus route |* Changcheon Church → 57m section in front of Yonsei University not operated,126.93691458461234,37.558273778858364,2026-05-14 02:01
2026-05-14T01:59:16.127888+09:00,오목교역·목동운동장,오목교역·목동운동장,POI044,KEY_3,2026-05-14 00:13,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사] 신월여의지하도로 인천 방향 신월기점 4KM→신월기점 2KM 구간 시설물보수,[Construction] Maintenance of facilities in the 4KM → 2KM section of the Shinwol starting point in the direction of Sewolyeo's Underground Road Incheon,126.88646248346727,37.53118724644429,2026-05-14 02:01
2026-05-14T02:49:52.519060+09:00,가로수길,가로수길,POI059,KEY_3,2026-05-13 20:40,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,강남대로 (신사역 → 한남IC) 2|3차로 시설물보수,Gangnam-daero (Sinsa Station → Hannam IC) 2|3rd round facility repair,127.0190938551382,37.518014445969726,2026-05-14 02:01
2026-05-14T02:49:52.519060+09:00,동대문역,동대문역,POI024,KEY_4,2026-05-13 21:59,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,율곡로 (흥인지문 → 이화사거리) 3차로 시설물보수,Yugolo (Heung In-Ji-moon → Ewha Intersection) 3rd round facility repair,127.00894023859622,37.57156879519687,2026-05-14 02:01
2026-05-14T02:49:52.519060+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,2026-01-11 09:00,2026-01-11 22:00,집회및행사,Rally/Event,행사,Event,- 신촌 연세로 차 없는 거리|- 운영시간 : 매주 일요일 09:00 ~ 22:00 |- 시행구간 및 시행방법 : 연세로 (신촌전철역~연세대학교 앞 550m)| 버스노선 우회 운행 후 교통통제|* 창천교회→연대 앞 57m 구간 미운영,-. Sinchon Yonsei-ro car-free distance |-. operating hours: every Sunday from 09:00 to 22:00 |-. implementation section and implementation method: Yonsei-ro (Sinchon Railway Station~)550m in front of Yonsei University) | Traffic control after bypassing bus route |* Changcheon Church → 57m section in front of Yonsei University not operated,126.93691458461234,37.558273778858364,2026-05-14 02:01
2026-05-14T02:49:52.519060+09:00,오목교역·목동운동장,오목교역·목동운동장,POI044,KEY_3,2026-05-14 00:13,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사] 신월여의지하도로 인천 방향 신월기점 4KM→신월기점 2KM 구간 시설물보수,[Construction] Maintenance of facilities in the 4KM → 2KM section of the Shinwol starting point in the direction of Sewolyeo's Underground Road Incheon,126.88646248346727,37.53118724644429,2026-05-14 02:01
2026-05-14T04:42:20.897811+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,2026-01-11 09:00,2026-01-11 22:00,집회및행사,Rally/Event,행사,Event,- 신촌 연세로 차 없는 거리|- 운영시간 : 매주 일요일 09:00 ~ 22:00 |- 시행구간 및 시행방법 : 연세로 (신촌전철역~연세대학교 앞 550m)| 버스노선 우회 운행 후 교통통제|* 창천교회→연대 앞 57m 구간 미운영,-. Sinchon Yonsei-ro car-free distance |-. operating hours: every Sunday from 09:00 to 22:00 |-. implementation section and implementation method: Yonsei-ro (Sinchon Railway Station~)550m in front of Yonsei University) | Traffic control after bypassing bus route |* Changcheon Church → 57m section in front of Yonsei University not operated,126.93691458461234,37.558273778858364,2026-05-14 04:01
2026-05-14T04:42:20.897811+09:00,오목교역·목동운동장,오목교역·목동운동장,POI044,KEY_3,2026-05-14 00:13,2026-05-14 06:00,공사,Construction,시설물보수,Facility Maintenance,[공사] 신월여의지하도로 인천 방향 신월기점 4KM→신월기점 2KM 구간 시설물보수,[Construction] Maintenance of facilities in the 4KM → 2KM section of the Shinwol starting point in the direction of Sewolyeo's Underground Road Incheon,126.88646248346727,37.53118724644429,2026-05-14 04:01
2026-05-14T05:43:24.485594+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,2026-01-11 09:00,2026-01-11 22:00,집회및행사,Rally/Event,행사,Event,- 신촌 연세로 차 없는 거리|- 운영시간 : 매주 일요일 09:00 ~ 22:00 |- 시행구간 및 시행방법 : 연세로 (신촌전철역~연세대학교 앞 550m)| 버스노선 우회 운행 후 교통통제|* 창천교회→연대 앞 57m 구간 미운영,-. Sinchon Yonsei-ro car-free distance |-. operating hours: every Sunday from 09:00 to 22:00 |-. implementation section and implementation method: Yonsei-ro (Sinchon Railway Station~)550m in front of Yonsei University) | Traffic control after bypassing bus route |* Changcheon Church → 57m section in front of Yonsei University not operated,126.93691458461234,37.558273778858364,2026-05-14 05:01
