fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_CNTRL_STTS__ACDNT_OCCR_DT,ACDNT_CNTRL_STTS__EXP_CLR_DT,ACDNT_CNTRL_STTS__ACDNT_TYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_TYPE,ACDNT_CNTRL_STTS__ACDNT_DTYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_DTYPE,ACDNT_CNTRL_STTS__ACDNT_INFO,ACDNT_CNTRL_STTS__ACDNT_ENG_INFO,ACDNT_CNTRL_STTS__ACDNT_X,ACDNT_CNTRL_STTS__ACDNT_Y,ACDNT_CNTRL_STTS__ACDNT_TIME
2026-09-22T04:20:32.272731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 04:01
2026-09-22T04:20:32.272731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 04:01
2026-09-22T08:14:29.599732+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 08:01
2026-09-22T08:14:29.599732+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 08:01
2026-09-22T08:14:29.599732+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-09-22 07:44,2026-09-22 18:00,공사,Construction,시설물보수,Facility Maintenance,이태원로 (이태원역 → 녹사평역) 2차로 시설물보수,Itaewon-ro (Itaewon Station → Noksapyeong Station) Second Phase Facility Maintenance,126.98892299656723,37.53435642441771,2026-09-22 08:01
2026-09-22T13:44:14.404177+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 13:01
2026-09-22T13:44:14.404177+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-09-22 07:44,2026-09-22 18:00,공사,Construction,시설물보수,Facility Maintenance,이태원로 (이태원역 → 녹사평역) 2차로 시설물보수,Itaewon-ro (Itaewon Station → Noksapyeong Station) Second Phase Facility Maintenance,126.98892299656723,37.53435642441771,2026-09-22 13:01
2026-09-22T13:44:14.404177+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,2026-09-22 11:00,2026-09-22 14:00,집회및행사,Rally/Event,행사,Event,[통제] 덕수궁길 차 없는 거리(대한문~원형 분수대| 양방향) |- 평일 11:00~14:00|- 토요일·공휴일 10:00~18:00|- 일요일 12:00~18:00,[Access] Deoksugunggil Car-Free Street (Daehanmun Gate ~ Circular Fountain | Both Directions) |-.: Weekdays 11:00 AM–2:00 PM | -.: Saturdays & Holidays 10:00 AM–6:00 PM | -.: Sundays 12:00 PM–6:00 PM,126.97517200982999,37.56479975103437,2026-09-22 13:01
2026-09-22T13:44:14.404177+09:00,교대역,교대역,POI018,KEY_3,2026-09-22 08:37,2026-09-22 18:00,공사,Construction,시설물보수,Facility Maintenance,서초중앙로 (법원검찰청 → 서울교대) 3차로 시설물보수,"Seocho Jungang-ro (Court and Prosecutor's Office → SeoulSeoul Nat`l Univ. of Education) Facility Maintenance, 3rd Round",127.01371607697436,37.492624141150046,2026-09-22 13:01
2026-09-22T18:53:25.431654+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 18:01
2026-09-22T18:53:25.431654+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 18:01
2026-09-22T18:53:25.431654+09:00,서울숲공원,서울숲공원,POI101,KEY_1,2026-09-22 17:28,2026-09-22 18:30,교통사고,Traffic Accident,추돌사고,Rear-end Collision,동부간선로 성수JC방향(성동JC→성수JC) 2차로 추돌사고,Two-car collision on Eastern Main Line heading toward Seongsu JC (Seongdong JC→Seongsu JC),127.03236194293595,37.544932644262445,2026-09-22 18:01
2026-09-22T18:53:25.431654+09:00,노량진,노량진,POI063,KEY_3,2026-09-22 15:39,2026-09-22 18:30,차량고장,Vehicle Breakdown,차량고장,Vehicle Breakdown,장승배기로 (장승배기 → 노량진삼거리) 1차로 고장차량,"Seungbae Jang (Jangseungbaegi → Noryangjin Samgeori) - First lane, broken-down vehicle",126.94055225744981,37.51309353848087,2026-09-22 18:01
2026-09-22T23:44:12.523402+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 23:01
2026-09-22T23:44:12.523402+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,"Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro, Seoul Plaza to Bank of Korea / One lane closed in both directions",126.97864791274915,37.56470083559572,2026-09-22 23:01
